fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,precipitacion_mm_dia,velocidad_viento_km_h
2019-06-20,10.26,52.84,0.95,0.0,3.42
2019-06-21,12.81,82.6,0.52,0.0,1.872
2019-06-22,14.55,86.37,0.59,0.0,2.124
2019-06-23,15.34,81.06,0.58,0.0,2.088
2019-06-24,13.68,82.24,0.55,0.0,1.9800000000000002
2019-06-25,6.31,43.94,1.07,0.0,3.8520000000000003
2019-06-26,6.67,42.96,0.79,0.0,2.8440000000000003
2019-06-27,8.85,53.23,0.71,0.0,2.556
2019-06-28,10.95,63.76,0.64,0.0,2.3040000000000003
2019-06-29,10.03,66.95,0.67,0.0,2.4120000000000004
2019-06-30,7.32,72.79,0.73,0.0,2.628
2019-07-01,8.31,66.94,0.78,0.0,2.8080000000000003
2019-07-02,8.2,61.77,0.74,0.0,2.664
2019-07-03,6.98,67.29,0.56,0.0,2.0160000000000005
2019-07-04,5.66,75.71,0.52,0.0,1.872
2019-07-05,5.92,76.15,0.4,0.0,1.4400000000000002
2019-07-06,6.95,71.86,0.53,0.0,1.9080000000000001
2019-07-07,8.5,71.61,0.91,0.0,3.2760000000000002
2019-07-08,9.53,60.2,0.65,0.0,2.3400000000000003
2019-07-09,11.41,66.73,0.55,0.0,1.9800000000000002
2019-07-10,13.26,74.26,0.49,0.0,1.764
2019-07-11,13.34,85.41,0.6,0.0,2.16
2019-07-12,11.09,79.13,0.66,0.0,2.3760000000000003
2019-07-13,10.62,80.94,0.52,0.0,1.872
2019-07-14,11.46,78.67,0.76,0.0,2.736
2019-07-15,10.46,63.26,0.68,0.0,2.4480000000000004
2019-07-16,9.93,74.94,0.79,0.0,2.8440000000000003
2019-07-17,14.03,71.11,0.98,0.0,3.528
2019-07-18,10.84,61.32,0.97,0.0,3.492
2019-07-19,11.49,59.56,0.74,0.0,2.664
2019-07-20,14.39,80.61,0.88,0.0,3.168
2019-07-21,15.67,70.93,0.99,0.0,3.564
2019-07-22,7.17,52.84,0.66,0.0,2.3760000000000003
2019-07-23,5.94,59.85,0.68,0.27,2.4480000000000004
2019-07-24,5.65,64.71,0.63,0.51,2.2680000000000002
2019-07-25,4.66,74.0,0.52,1.08,1.872
2019-07-26,8.3,60.97,0.69,0.0,2.484
2019-07-27,9.51,51.78,0.74,0.0,2.664
2019-07-28,8.17,78.44,0.78,0.0,2.8080000000000003
2019-07-29,10.01,73.15,0.78,0.0,2.8080000000000003
2019-07-30,14.07,56.82,0.71,0.0,2.556
2019-07-31,16.71,61.4,1.06,0.0,3.8160000000000003
2019-08-01,9.58,48.62,1.04,0.0,3.744
2019-08-02,8.32,45.09,0.78,0.0,2.8080000000000003
2019-08-03,9.15,43.62,0.73,0.0,2.628
2019-08-04,10.89,42.26,1.13,0.0,4.068
2019-08-05,12.09,42.74,1.4,0.0,5.04
2019-08-06,14.45,42.86,1.08,0.0,3.8880000000000003
2019-08-07,9.64,46.8,0.88,0.0,3.168
2019-08-08,7.08,50.29,0.96,0.0,3.456
2019-08-09,6.81,60.48,0.66,0.0,2.3760000000000003
2019-08-10,9.16,44.6,0.75,0.0,2.7
2019-08-11,11.45,48.9,0.93,0.0,3.3480000000000003
2019-08-12,8.46,56.47,0.68,0.0,2.4480000000000004
2019-08-13,5.02,68.09,0.66,0.0,2.3760000000000003
2019-08-14,6.67,61.99,1.29,0.0,4.644
2019-08-15,10.3,54.39,0.88,0.0,3.168
2019-08-16,14.78,55.5,0.8,0.0,2.8800000000000003
2019-08-17,13.38,58.72,0.88,0.0,3.168
2019-08-18,9.88,63.73,0.72,0.0,2.592
2019-08-19,7.1,75.6,0.66,0.0,2.3760000000000003
2019-08-20,7.35,69.87,0.64,0.0,2.3040000000000003
2019-08-21,8.3,68.05,0.94,0.0,3.384
2019-08-22,12.02,61.78,0.77,0.0,2.7720000000000002
2019-08-23,11.94,71.22,1.0,0.0,3.6
2019-08-24,13.15,67.72,0.81,0.0,2.9160000000000004
2019-08-25,15.61,67.35,0.68,0.0,2.4480000000000004
2019-08-26,16.91,67.83,0.71,0.0,2.556
2019-08-27,17.19,78.94,0.88,0.0,3.168
2019-08-28,22.2,65.48,1.14,0.0,4.104
2019-08-29,16.87,54.7,1.15,0.0,4.14
2019-08-30,11.25,46.13,0.83,0.0,2.988
2019-08-31,11.87,50.65,0.74,0.0,2.664
2019-09-01,10.64,52.67,0.85,0.0,3.06
2019-09-02,11.03,49.94,1.06,0.0,3.8160000000000003
2019-09-03,7.46,55.16,0.57,0.0,2.052
2019-09-04,7.35,59.02,0.75,0.0,2.7
2019-09-05,6.03,66.04,0.9,0.0,3.24
2019-09-06,9.22,63.92,0.7,0.0,2.52
2019-09-07,12.48,59.51,0.85,0.0,3.06
2019-09-08,12.97,64.93,0.7,0.4,2.52
2019-09-09,13.43,67.99,1.0,3.29,3.6
2019-09-10,9.62,73.49,0.78,1.18,2.8080000000000003
2019-09-11,9.97,79.18,0.62,1.38,2.232
2019-09-12,11.06,54.2,0.71,0.0,2.556
2019-09-13,10.14,51.5,0.87,0.0,3.132
2019-09-14,14.5,53.03,0.96,0.0,3.456
2019-09-15,20.66,55.49,0.9,0.0,3.24
2019-09-16,13.26,41.43,1.31,0.0,4.716
2019-09-17,15.79,41.45,0.49,0.0,1.764
2019-09-18,18.59,31.57,0.9,0.0,3.24
2019-09-19,12.25,32.39,1.34,0.0,4.824000000000001
2019-09-20,11.76,25.64,0.71,0.0,2.556
2019-09-21,15.84,22.74,0.9,0.0,3.24
2019-09-22,14.89,34.44,1.09,0.0,3.9240000000000004
2019-09-23,15.54,39.26,1.01,0.0,3.636
2019-09-24,19.15,32.23,0.86,0.0,3.096
2019-09-25,20.9,27.59,0.86,0.0,3.096
2019-09-26,20.88,26.92,0.94,0.0,3.384
2019-09-27,18.71,44.92,1.12,0.0,4.032000000000001
2019-09-28,21.77,40.72,0.81,0.0,2.9160000000000004
2019-09-29,25.67,40.17,1.36,0.0,4.896000000000001
2019-09-30,25.0,34.94,1.11,0.0,3.9960000000000004
2019-10-01,14.67,34.77,1.34,0.0,4.824000000000001
2019-10-02,12.5,32.33,0.84,0.0,3.024
2019-10-03,9.61,76.51,0.66,1.94,2.3760000000000003
2019-10-04,13.5,61.43,0.77,0.23,2.7720000000000002
2019-10-05,13.29,40.38,0.6,0.0,2.16
2019-10-06,15.94,34.16,0.82,0.0,2.952
2019-10-07,18.99,37.49,0.94,0.0,3.384
2019-10-08,18.91,45.32,0.42,0.0,1.512
2019-10-09,23.15,49.74,0.76,0.0,2.736
2019-10-10,26.74,37.97,1.06,0.0,3.8160000000000003
2019-10-11,27.35,45.73,0.77,0.0,2.7720000000000002
2019-10-12,26.7,59.41,0.97,2.06,3.492
2019-10-13,19.18,72.05,1.1,22.38,3.9600000000000004
2019-10-14,10.25,72.91,0.89,8.75,3.204
2019-10-15,8.85,74.73,0.6,0.85,2.16
2019-10-16,11.52,77.38,0.5,1.97,1.8
2019-10-17,16.46,63.15,0.58,0.17,2.088
2019-10-18,17.06,50.61,0.8,0.0,2.8800000000000003
2019-10-19,16.46,55.25,0.85,0.0,3.06
2019-10-20,15.2,71.01,0.47,3.72,1.692
2019-10-21,16.44,63.71,0.74,12.65,2.664
2019-10-22,16.0,67.96,0.57,5.93,2.052
2019-10-23,17.67,63.9,0.48,0.0,1.728
2019-10-24,20.08,55.88,0.72,0.47,2.592
2019-10-25,21.62,50.26,0.83,0.03,2.988
2019-10-26,24.04,47.88,0.9,0.0,3.24
2019-10-27,25.19,59.61,0.48,0.0,1.728
2019-10-28,23.31,66.11,0.68,0.0,2.4480000000000004
2019-10-29,20.09,60.94,0.69,0.0,2.484
2019-10-30,14.89,77.78,0.74,0.0,2.664
2019-10-31,17.67,58.83,0.62,0.0,2.232
2019-11-01,22.64,65.87,0.58,0.0,2.088
2019-11-02,19.26,49.32,0.84,0.11,3.024
2019-11-03,20.2,44.87,0.72,0.0,2.592
2019-11-04,22.08,56.07,0.58,3.99,2.088
2019-11-05,18.78,51.42,0.53,0.94,1.9080000000000001
2019-11-06,19.53,63.13,0.52,5.74,1.872
2019-11-07,22.52,47.78,0.55,0.0,1.9800000000000002
2019-11-08,22.27,48.62,0.66,0.0,2.3760000000000003
2019-11-09,22.24,60.28,0.52,1.71,1.872
2019-11-10,22.03,65.46,0.61,0.67,2.196
2019-11-11,22.39,60.36,0.72,0.65,2.592
2019-11-12,22.32,75.17,0.45,48.45,1.62
2019-11-13,22.59,73.28,0.49,1.45,1.764
2019-11-14,21.63,66.12,0.57,13.12,2.052
2019-11-15,23.7,53.73,0.57,0.14,2.052
2019-11-16,24.36,60.37,0.63,0.25,2.2680000000000002
2019-11-17,25.91,53.58,0.66,0.0,2.3760000000000003
2019-11-18,23.91,62.82,0.4,0.28,1.4400000000000002
2019-11-19,22.52,66.55,0.52,0.99,1.872
2019-11-20,25.24,59.97,0.45,0.74,1.62
2019-11-21,24.97,70.54,0.46,24.4,1.6560000000000001
2019-11-22,22.54,78.8,0.59,2.64,2.124
2019-11-23,19.48,68.27,0.53,0.14,1.9080000000000001
2019-11-24,20.25,62.58,0.62,0.04,2.232
2019-11-25,22.86,59.98,0.47,1.92,1.692
2019-11-26,17.88,63.12,0.64,0.06,2.3040000000000003
2019-11-27,19.51,44.93,0.56,0.0,2.0160000000000005
2019-11-28,21.7,45.74,0.62,0.0,2.232
2019-11-29,24.83,49.26,0.49,8.13,1.764
2019-11-30,18.47,59.1,0.36,2.63,1.296
2019-12-01,21.06,50.37,0.4,0.58,1.4400000000000002
2019-12-02,18.83,63.12,0.54,0.81,1.9440000000000002
2019-12-03,20.72,60.5,0.35,3.89,1.26
2019-12-04,17.11,67.26,0.48,20.84,1.728
2019-12-05,19.61,42.22,0.46,0.26,1.6560000000000001
2019-12-06,23.75,38.69,0.41,0.0,1.476
2019-12-07,22.78,46.8,0.55,0.2,1.9800000000000002
2019-12-08,22.36,50.41,0.3,0.59,1.08
2019-12-09,24.7,42.49,0.39,0.05,1.4040000000000001
2019-12-10,26.06,44.35,0.34,0.0,1.2240000000000002
2019-12-11,28.59,45.59,0.43,2.57,1.548
2019-12-12,20.85,44.37,0.53,6.41,1.9080000000000001
2019-12-13,19.66,44.89,0.48,0.0,1.728
2019-12-14,21.22,69.26,0.37,3.65,1.332
2019-12-15,21.72,67.95,0.43,22.34,1.548
2019-12-16,21.72,42.75,0.3,0.12,1.08
2019-12-17,22.86,39.52,0.37,0.0,1.332
2019-12-18,23.29,49.74,0.49,0.0,1.764
2019-12-19,25.61,46.59,0.44,0.0,1.584
2019-12-20,20.23,71.22,0.43,14.82,1.548
2019-12-21,19.82,60.99,0.37,0.37,1.332
2019-12-22,20.59,51.45,0.36,0.0,1.296
2019-12-23,24.91,40.5,0.36,0.0,1.296
2019-12-24,27.42,42.02,0.42,0.0,1.512
2019-12-25,18.88,63.49,0.42,0.0,1.512
2019-12-26,20.84,68.87,0.25,0.0,0.9
2019-12-27,27.52,62.66,0.33,0.0,1.1880000000000002
2019-12-28,27.47,67.68,0.28,13.87,1.0080000000000002
2019-12-29,24.51,83.18,0.27,41.62,0.9720000000000001
2019-12-30,25.57,74.33,0.3,35.87,1.08
2019-12-31,24.59,67.34,0.42,0.01,1.512
2020-01-01,22.91,69.13,0.26,0.05,0.936
2020-01-02,21.3,75.84,0.24,0.0,0.864
2020-01-03,21.53,70.91,0.32,0.0,1.1520000000000001
2020-01-04,23.51,63.65,0.23,0.0,0.8280000000000001
2020-01-05,25.5,53.91,0.32,1.52,1.1520000000000001
2020-01-06,20.28,52.24,0.32,0.62,1.1520000000000001
2020-01-07,21.33,53.39,0.33,0.0,1.1880000000000002
2020-01-08,25.44,57.26,0.35,0.19,1.26
2020-01-09,23.43,75.15,0.26,6.04,0.936
2020-01-10,20.1,77.0,0.34,17.6,1.2240000000000002
2020-01-11,21.68,72.92,0.35,2.29,1.26
2020-01-12,24.16,81.76,0.26,0.31,0.936
2020-01-13,24.81,78.83,0.27,0.04,0.9720000000000001
2020-01-14,27.6,72.61,0.2,2.09,0.7200000000000001
2020-01-15,21.32,72.69,0.28,2.16,1.0080000000000002
2020-01-16,20.2,52.02,0.25,0.0,0.9
2020-01-17,20.12,58.16,0.32,0.0,1.1520000000000001
2020-01-18,22.28,56.2,0.24,0.0,0.864
2020-01-19,25.24,66.87,0.25,0.0,0.9
2020-01-20,29.49,66.83,0.17,3.77,0.6120000000000001
2020-01-21,26.44,73.04,0.26,2.92,0.936
2020-01-22,24.51,67.98,0.23,0.0,0.8280000000000001
2020-01-23,24.37,62.67,0.24,0.0,0.864
2020-01-24,26.7,54.9,0.22,0.0,0.792
2020-01-25,27.65,47.82,0.33,0.0,1.1880000000000002
2020-01-26,26.65,59.17,0.29,13.39,1.044
2020-01-27,21.75,60.05,0.18,0.36,0.648
2020-01-28,23.79,52.24,0.28,0.33,1.0080000000000002
2020-01-29,18.45,78.06,0.3,5.84,1.08
2020-01-30,20.18,61.3,0.2,0.09,0.7200000000000001
2020-01-31,24.23,47.76,0.22,0.0,0.792
2020-02-01,25.35,48.36,0.25,0.0,0.9
2020-02-02,26.12,50.49,0.23,0.0,0.8280000000000001
2020-02-03,26.35,51.65,0.32,0.0,1.1520000000000001
2020-02-04,25.98,65.09,0.27,9.71,0.9720000000000001
2020-02-05,22.78,77.84,0.2,75.35,0.7200000000000001
2020-02-06,22.19,85.65,0.19,7.16,0.684
2020-02-07,21.67,92.21,0.18,18.34,0.648
2020-02-08,22.35,85.66,0.2,25.27,0.7200000000000001
2020-02-09,20.12,85.89,0.22,11.28,0.792
2020-02-10,19.76,76.74,0.19,0.4,0.684
2020-02-11,19.07,71.6,0.27,0.0,0.9720000000000001
2020-02-12,19.97,72.45,0.25,0.0,0.9
2020-02-13,22.79,69.05,0.27,0.0,0.9720000000000001
2020-02-14,22.03,77.39,0.25,0.0,0.9
2020-02-15,23.88,74.65,0.23,0.0,0.8280000000000001
2020-02-16,25.06,84.11,0.2,28.05,0.7200000000000001
2020-02-17,25.84,77.59,0.26,15.59,0.936
2020-02-18,19.29,66.59,0.27,0.97,0.9720000000000001
2020-02-19,21.98,66.84,0.27,0.0,0.9720000000000001
2020-02-20,18.06,70.27,0.24,0.0,0.864
2020-02-21,15.66,62.89,0.32,0.0,1.1520000000000001
2020-02-22,15.45,63.04,0.31,0.0,1.116
2020-02-23,17.64,65.11,0.24,0.0,0.864
2020-02-24,21.4,60.83,0.27,0.14,0.9720000000000001
2020-02-25,18.83,65.82,0.29,14.53,1.044
2020-02-26,19.54,55.54,0.35,0.0,1.26
2020-02-27,21.0,60.91,0.32,0.0,1.1520000000000001
2020-02-28,22.91,56.31,0.27,0.0,0.9720000000000001
2020-02-29,23.67,52.04,0.22,0.0,0.792
2020-03-01,21.97,55.66,0.28,0.0,1.0080000000000002
2020-03-02,21.09,57.49,0.38,0.0,1.368
2020-03-03,22.49,58.11,0.25,0.0,0.9
2020-03-04,23.99,61.08,0.26,0.0,0.936
2020-03-05,22.92,65.82,0.25,0.0,0.9
2020-03-06,23.71,59.6,0.22,0.0,0.792
2020-03-07,25.88,51.96,0.21,0.0,0.756
2020-03-08,27.02,51.39,0.2,0.0,0.7200000000000001
2020-03-09,26.64,54.17,0.36,0.0,1.296
2020-03-10,23.4,70.82,0.2,0.04,0.7200000000000001
2020-03-11,25.15,71.71,0.26,12.85,0.936
2020-03-12,24.24,68.4,0.21,0.25,0.756
2020-03-13,26.84,58.5,0.28,0.0,1.0080000000000002
2020-03-14,20.97,65.5,0.28,0.09,1.0080000000000002
2020-03-15,15.7,82.23,0.19,9.54,0.684
2020-03-16,18.33,86.91,0.18,2.62,0.648
2020-03-17,21.8,81.46,0.21,7.71,0.756
2020-03-18,20.0,74.67,0.24,0.63,0.864
2020-03-19,21.12,63.83,0.46,0.0,1.6560000000000001
2020-03-20,21.05,58.51,0.24,0.0,0.864
2020-03-21,21.41,55.14,0.24,0.0,0.864
2020-03-22,22.06,57.12,0.27,0.0,0.9720000000000001
2020-03-23,23.01,58.8,0.28,0.0,1.0080000000000002
2020-03-24,24.99,63.26,0.26,1.35,0.936
2020-03-25,20.75,84.51,0.19,40.55,0.684
2020-03-26,18.66,84.91,0.17,7.74,0.6120000000000001
2020-03-27,18.6,80.71,0.21,0.07,0.756
2020-03-28,19.65,77.28,0.18,0.01,0.648
2020-03-29,20.83,75.18,0.28,0.0,1.0080000000000002
2020-03-30,20.98,78.01,0.22,0.81,0.792
2020-03-31,20.42,85.08,0.21,2.3,0.756
2020-04-01,19.55,85.9,0.21,1.8,0.756
2020-04-02,15.87,62.1,0.28,0.0,1.0080000000000002
2020-04-03,15.83,61.92,0.35,0.0,1.26
2020-04-04,18.95,60.22,0.2,0.0,0.7200000000000001
2020-04-05,19.84,61.73,0.27,0.0,0.9720000000000001
2020-04-06,14.97,60.03,0.28,0.0,1.0080000000000002
2020-04-07,12.82,58.45,0.31,0.0,1.116
2020-04-08,12.72,60.76,0.29,0.0,1.044
2020-04-09,13.59,62.18,0.24,0.0,0.864
2020-04-10,14.12,64.28,0.28,0.0,1.0080000000000002
2020-04-11,16.46,64.17,0.28,0.0,1.0080000000000002
2020-04-12,17.05,68.91,0.24,1.58,0.864
2020-04-13,15.3,73.92,0.27,11.38,0.9720000000000001
2020-04-14,14.08,52.94,0.35,0.0,1.26
2020-04-15,15.22,56.82,0.48,0.0,1.728
2020-04-16,15.92,60.99,0.34,0.0,1.2240000000000002
2020-04-17,16.6,58.63,0.3,0.0,1.08
2020-04-18,17.48,55.06,0.34,0.0,1.2240000000000002
2020-04-19,19.2,54.42,0.29,0.0,1.044
2020-04-20,21.43,53.21,0.29,0.0,1.044
2020-04-21,18.84,69.27,0.26,0.0,0.936
2020-04-22,18.91,75.99,0.26,0.0,0.936
2020-04-23,19.38,70.08,0.4,0.0,1.4400000000000002
2020-04-24,23.18,60.62,0.41,0.07,1.476
2020-04-25,19.44,82.0,0.33,1.31,1.1880000000000002
2020-04-26,16.71,91.97,0.3,3.39,1.08
2020-04-27,19.38,89.76,0.25,5.86,0.9
2020-04-28,18.36,63.25,0.49,0.1,1.764
2020-04-29,15.29,53.9,0.39,0.0,1.4040000000000001
2020-04-30,16.24,65.49,0.43,0.0,1.548
2020-05-01,15.83,69.36,0.41,0.0,1.476
2020-05-02,14.28,77.27,0.49,0.0,1.764
2020-05-03,16.74,80.21,0.29,0.0,1.044
2020-05-04,18.23,77.22,0.46,0.0,1.6560000000000001
2020-05-05,13.4,63.34,0.45,0.0,1.62
2020-05-06,8.53,63.05,0.36,0.0,1.296
2020-05-07,10.52,54.59,0.46,0.0,1.6560000000000001
2020-05-08,13.95,49.1,0.42,0.0,1.512
2020-05-09,16.44,49.45,0.44,0.0,1.584
2020-05-10,18.1,49.12,0.49,0.0,1.764
2020-05-11,13.0,54.94,0.47,0.0,1.692
2020-05-12,12.08,58.59,0.56,0.0,2.0160000000000005
2020-05-13,10.79,62.56,0.53,0.0,1.9080000000000001
2020-05-14,12.04,63.32,0.51,0.0,1.836
2020-05-15,17.25,44.4,0.49,0.0,1.764
2020-05-16,19.73,43.42,0.52,0.0,1.872
2020-05-17,19.48,48.92,0.48,0.0,1.728
2020-05-18,18.07,45.21,0.52,0.0,1.872
2020-05-19,19.17,56.66,0.46,0.0,1.6560000000000001
2020-05-20,18.97,71.78,0.35,0.0,1.26
2020-05-21,9.59,80.28,0.64,0.02,2.3040000000000003
2020-05-22,7.77,63.18,0.61,0.03,2.196
2020-05-23,6.95,53.3,0.43,0.0,1.548
2020-05-24,15.8,33.87,0.48,0.0,1.728
2020-05-25,14.54,39.02,0.56,0.0,2.0160000000000005
2020-05-26,14.89,43.81,0.49,0.0,1.764
2020-05-27,15.7,45.94,0.56,0.0,2.0160000000000005
2020-05-28,14.48,60.23,0.3,0.0,1.08
2020-05-29,14.3,64.18,0.49,0.0,1.764
2020-05-30,11.73,68.64,0.43,0.0,1.548
2020-05-31,8.9,52.43,0.41,0.0,1.476
2020-06-01,8.97,56.37,0.5,0.0,1.8
2020-06-02,9.87,56.55,0.51,0.0,1.836
2020-06-03,7.82,64.19,0.43,0.01,1.548
2020-06-04,8.75,69.5,0.51,0.08,1.836
2020-06-05,9.21,69.94,0.61,0.04,2.196
2020-06-06,11.15,55.85,0.65,0.0,2.3400000000000003
2020-06-07,11.09,61.3,0.56,0.0,2.0160000000000005
2020-06-08,13.53,68.83,0.46,0.0,1.6560000000000001
2020-06-09,12.47,73.56,0.58,0.0,2.088
2020-06-10,13.94,81.38,0.4,0.0,1.4400000000000002
2020-06-11,15.04,82.03,0.64,0.0,2.3040000000000003
2020-06-12,11.84,56.58,0.71,0.0,2.556
2020-06-13,7.52,56.34,0.37,0.0,1.332
2020-06-14,7.86,46.43,0.77,0.0,2.7720000000000002
2020-06-15,10.18,45.78,0.72,0.0,2.592
2020-06-16,17.51,75.48,0.7,0.0,2.52
2020-06-17,17.85,64.05,0.55,0.0,1.9800000000000002
2020-06-18,12.56,49.84,0.56,0.0,2.0160000000000005
2020-06-19,14.79,45.63,0.74,0.0,2.664
2020-06-20,12.78,73.77,0.63,0.0,2.2680000000000002
2020-06-21,12.24,52.11,0.66,0.0,2.3760000000000003
2020-06-22,11.65,61.93,0.61,0.0,2.196
2020-06-23,12.51,72.42,0.64,0.01,2.3040000000000003
2020-06-24,9.64,75.69,0.62,0.01,2.232
2020-06-25,6.43,56.06,0.42,0.0,1.512
2020-06-26,4.17,57.46,0.6,0.0,2.16
2020-06-27,6.55,50.58,0.51,0.0,1.836
2020-06-28,6.83,51.4,0.69,0.0,2.484
2020-06-29,7.59,66.25,0.56,0.0,2.0160000000000005
2020-06-30,9.31,53.73,1.05,0.0,3.7800000000000002
2020-07-01,5.94,69.78,0.46,0.0,1.6560000000000001
2020-07-02,7.32,60.84,0.43,0.0,1.548
2020-07-03,10.11,56.36,1.04,0.0,3.744
2020-07-04,10.92,57.84,0.47,0.0,1.692
2020-07-05,5.93,76.1,0.66,0.0,2.3760000000000003
2020-07-06,4.19,63.25,0.69,0.0,2.484
2020-07-07,3.65,72.76,0.49,0.0,1.764
2020-07-08,6.04,68.67,0.49,0.0,1.764
2020-07-09,7.82,62.68,0.87,0.0,3.132
2020-07-10,12.72,48.78,0.86,0.0,3.096
2020-07-11,7.74,53.49,0.69,0.0,2.484
2020-07-12,10.36,44.5,0.62,0.0,2.232
2020-07-13,6.92,60.83,0.64,0.0,2.3040000000000003
2020-07-14,8.88,53.24,0.73,0.0,2.628
2020-07-15,9.36,54.85,0.8,0.0,2.8800000000000003
2020-07-16,11.59,44.78,0.62,0.0,2.232
2020-07-17,12.88,65.77,0.98,0.0,3.528
2020-07-18,17.68,68.96,0.61,0.0,2.196
2020-07-19,18.06,77.43,0.58,0.0,2.088
2020-07-20,16.04,76.08,0.54,0.0,1.9440000000000002
2020-07-21,13.14,78.3,0.48,0.01,1.728
2020-07-22,10.8,69.14,0.44,0.0,1.584
2020-07-23,6.5,60.72,0.6,0.16,2.16
2020-07-24,6.74,39.01,0.67,0.0,2.4120000000000004
2020-07-25,8.06,31.52,0.92,0.0,3.3120000000000003
2020-07-26,13.88,26.35,0.84,0.0,3.024
2020-07-27,8.78,47.57,0.85,0.0,3.06
2020-07-28,6.6,46.77,0.62,0.0,2.232
2020-07-29,7.81,42.73,0.83,0.0,2.988
2020-07-30,8.81,32.99,1.1,0.0,3.9600000000000004
2020-07-31,10.72,33.7,0.81,0.0,2.9160000000000004
2020-08-01,14.97,44.98,1.2,0.0,4.32
2020-08-02,16.0,49.18,0.82,0.0,2.952
2020-08-03,18.9,55.62,1.11,0.0,3.9960000000000004
2020-08-04,21.99,46.47,1.26,0.0,4.5360000000000005
2020-08-05,22.53,45.17,1.01,0.0,3.636
2020-08-06,12.05,42.57,1.12,0.0,4.032000000000001
2020-08-07,11.16,58.36,0.59,0.0,2.124
2020-08-08,14.96,59.47,0.7,0.0,2.52
2020-08-09,17.78,52.99,1.02,0.0,3.672
2020-08-10,14.49,32.6,1.06,0.0,3.8160000000000003
2020-08-11,7.01,29.22,0.62,0.0,2.232
2020-08-12,8.61,25.05,0.84,0.0,3.024
2020-08-13,10.76,23.55,0.74,0.0,2.664
2020-08-14,12.29,33.77,1.0,0.0,3.6
2020-08-15,10.01,33.87,0.74,0.0,2.664
2020-08-16,12.11,26.71,0.8,0.0,2.8800000000000003
2020-08-17,12.86,30.11,0.74,0.0,2.664
2020-08-18,13.98,33.8,1.14,0.0,4.104
2020-08-19,5.6,41.55,1.08,0.0,3.8880000000000003
2020-08-20,5.52,30.6,0.56,0.0,2.0160000000000005
2020-08-21,9.03,26.06,0.89,0.0,3.204
2020-08-22,10.78,18.8,1.25,0.0,4.5
2020-08-23,11.53,26.77,1.24,0.0,4.464
2020-08-24,16.45,49.79,1.01,0.0,3.636
2020-08-25,20.74,53.34,0.62,0.0,2.232
2020-08-26,17.82,46.06,0.72,0.0,2.592
2020-08-27,12.33,42.87,0.78,0.0,2.8080000000000003
2020-08-28,16.6,32.97,0.83,0.0,2.988
2020-08-29,11.2,59.79,1.14,0.0,4.104
2020-08-30,8.88,48.45,0.72,0.0,2.592
2020-08-31,10.03,27.98,0.91,0.0,3.2760000000000002
2020-09-01,7.34,63.07,0.77,1.86,2.7720000000000002
2020-09-02,8.52,73.03,0.85,4.23,3.06
2020-09-03,10.97,65.71,0.74,0.0,2.664
2020-09-04,12.5,55.31,0.81,0.0,2.9160000000000004
2020-09-05,11.59,66.8,0.69,0.0,2.484
2020-09-06,10.04,76.02,0.71,0.0,2.556
2020-09-07,11.22,65.88,0.74,0.0,2.664
2020-09-08,13.29,63.01,1.08,0.0,3.8880000000000003
2020-09-09,18.48,51.02,0.73,0.0,2.628
2020-09-10,17.77,65.51,0.93,0.0,3.3480000000000003
2020-09-11,14.68,36.51,1.17,0.56,4.212
2020-09-12,13.96,31.6,0.73,0.05,2.628
2020-09-13,15.59,36.2,1.03,0.0,3.708
2020-09-14,11.34,32.04,0.75,0.0,2.7
2020-09-15,14.38,26.2,0.88,0.0,3.168
2020-09-16,16.43,30.31,0.83,0.0,2.988
2020-09-17,19.89,25.58,0.74,0.0,2.664
2020-09-18,18.73,25.69,0.88,0.0,3.168
2020-09-19,12.61,30.56,1.01,0.0,3.636
2020-09-20,12.34,27.77,0.83,0.0,2.988
2020-09-21,13.44,21.12,0.94,0.0,3.384
2020-09-22,16.29,22.83,1.1,0.0,3.9600000000000004
2020-09-23,20.22,29.57,0.86,0.0,3.096
2020-09-24,23.54,41.07,1.08,0.0,3.8880000000000003
2020-09-25,25.63,53.43,0.85,0.03,3.06
2020-09-26,21.1,58.56,1.19,0.05,4.284
2020-09-27,15.53,42.23,1.32,0.0,4.752000000000001
2020-09-28,17.24,30.48,1.07,0.0,3.8520000000000003
2020-09-29,21.19,23.52,1.09,0.0,3.9240000000000004
2020-09-30,24.73,27.49,0.85,0.0,3.06
2020-10-01,17.1,27.64,0.88,0.0,3.168
2020-10-02,13.3,42.16,0.99,0.0,3.564
2020-10-03,10.23,43.79,0.97,0.0,3.492
2020-10-04,11.84,50.41,0.65,0.0,2.3400000000000003
2020-10-05,13.59,43.22,0.7,0.0,2.52
2020-10-06,16.86,25.89,0.79,0.0,2.8440000000000003
2020-10-07,19.11,29.56,0.79,0.0,2.8440000000000003
2020-10-08,18.77,36.98,0.61,0.0,2.196
2020-10-09,20.38,30.24,0.48,0.0,1.728
2020-10-10,21.37,30.52,0.95,0.0,3.42
2020-10-11,18.65,25.3,0.7,0.0,2.52
2020-10-12,18.93,25.82,0.82,0.0,2.952
2020-10-13,19.79,29.94,0.77,0.0,2.7720000000000002
2020-10-14,19.76,39.36,0.62,8.13,2.232
2020-10-15,19.02,54.09,0.59,0.63,2.124
