fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,precipitacion_mm_dia,velocidad_viento_km_h
2018-02-21,21.64,46.44,0.31,0.0,1.116
2018-02-22,21.34,47.58,0.43,0.0,1.548
2018-02-23,21.47,49.41,0.34,0.0,1.2240000000000002
2018-02-24,21.19,62.11,0.41,3.12,1.476
2018-02-25,20.41,69.82,0.32,6.95,1.1520000000000001
2018-02-26,22.13,59.9,0.36,0.03,1.296
2018-02-27,22.74,59.15,0.29,0.25,1.044
2018-02-28,22.32,60.17,0.25,0.02,0.9
2018-03-01,23.99,52.91,0.4,0.11,1.4400000000000002
2018-03-02,24.45,50.96,0.46,0.08,1.6560000000000001
2018-03-03,24.9,54.48,0.23,0.02,0.8280000000000001
2018-03-04,26.3,55.16,0.31,0.86,1.116
2018-03-05,19.88,62.85,0.28,1.41,1.0080000000000002
2018-03-06,19.54,54.17,0.27,0.0,0.9720000000000001
2018-03-07,20.71,53.99,0.23,0.0,0.8280000000000001
2018-03-08,22.09,51.33,0.24,0.0,0.864
2018-03-09,25.32,52.62,0.2,0.0,0.7200000000000001
2018-03-10,26.53,53.75,0.26,0.45,0.936
2018-03-11,18.55,54.1,0.36,0.42,1.296
2018-03-12,19.15,48.08,0.34,0.0,1.2240000000000002
2018-03-13,20.59,50.35,0.34,0.0,1.2240000000000002
2018-03-14,23.59,57.24,0.35,0.0,1.26
2018-03-15,17.49,32.92,0.25,0.0,0.9
2018-03-16,20.75,38.3,0.27,0.0,0.9720000000000001
2018-03-17,26.24,62.56,0.2,0.0,0.7200000000000001
2018-03-18,19.48,48.59,0.4,0.0,1.4400000000000002
2018-03-19,18.32,34.39,0.39,0.0,1.4040000000000001
2018-03-20,19.28,37.39,0.25,0.0,0.9
2018-03-21,16.25,48.7,0.36,0.0,1.296
2018-03-22,20.96,56.36,0.2,0.0,0.7200000000000001
2018-03-23,25.31,50.14,0.22,0.22,0.792
2018-03-24,16.73,51.7,0.24,7.12,0.864
2018-03-25,12.82,42.49,0.15,0.22,0.54
2018-03-26,14.58,42.48,0.35,0.0,1.26
2018-03-27,16.7,45.63,0.2,0.0,0.7200000000000001
2018-03-28,20.53,45.51,0.22,0.0,0.792
2018-03-29,24.01,48.71,0.19,0.0,0.684
2018-03-30,25.23,51.56,0.2,0.0,0.7200000000000001
2018-03-31,23.22,63.82,0.21,3.58,0.756
2018-04-01,20.26,76.77,0.19,3.18,0.684
2018-04-02,19.45,70.88,0.24,0.19,0.864
2018-04-03,20.12,61.57,0.19,0.0,0.684
2018-04-04,22.26,48.67,0.22,0.0,0.792
2018-04-05,22.74,47.75,0.24,0.07,0.864
2018-04-06,15.42,71.07,0.26,11.92,0.936
2018-04-07,18.54,74.71,0.22,1.61,0.792
2018-04-08,21.11,75.93,0.21,1.06,0.756
2018-04-09,23.14,74.06,0.38,0.44,1.368
2018-04-10,24.52,64.52,0.25,0.0,0.9
2018-04-11,26.8,56.93,0.26,0.0,0.936
2018-04-12,15.28,48.8,0.41,0.01,1.476
2018-04-13,12.63,46.34,0.32,0.38,1.1520000000000001
2018-04-14,13.81,75.45,0.22,0.0,0.792
2018-04-15,17.96,77.88,0.3,0.0,1.08
2018-04-16,20.44,74.18,0.37,0.0,1.332
2018-04-17,21.66,69.77,0.27,0.0,0.9720000000000001
2018-04-18,23.19,61.13,0.31,0.0,1.116
2018-04-19,22.95,62.05,0.3,0.56,1.08
2018-04-20,24.14,64.2,0.26,0.02,0.936
2018-04-21,22.92,74.3,0.33,0.0,1.1880000000000002
2018-04-22,23.8,67.71,0.33,0.1,1.1880000000000002
2018-04-23,17.75,67.14,0.22,0.22,0.792
2018-04-24,18.15,82.28,0.32,1.12,1.1520000000000001
2018-04-25,21.99,76.07,0.42,0.33,1.512
2018-04-26,21.62,69.14,0.41,0.02,1.476
2018-04-27,23.46,56.88,0.35,0.0,1.26
2018-04-28,21.62,58.26,0.27,0.01,0.9720000000000001
2018-04-29,23.03,73.62,0.26,2.22,0.936
2018-04-30,18.08,82.61,0.36,3.79,1.296
2018-05-01,16.22,85.23,0.16,1.83,0.5760000000000001
2018-05-02,20.5,79.2,0.27,1.33,0.9720000000000001
2018-05-03,18.16,78.87,0.2,1.03,0.7200000000000001
2018-05-04,17.85,82.41,0.36,4.51,1.296
2018-05-05,16.95,87.26,0.24,3.99,0.864
2018-05-06,18.05,86.17,0.35,2.78,1.26
2018-05-07,19.1,86.19,0.31,3.54,1.116
2018-05-08,18.99,92.96,0.22,36.45,0.792
2018-05-09,19.12,91.69,0.3,16.84,1.08
2018-05-10,14.98,78.53,0.6,30.83,2.16
2018-05-11,15.47,52.39,0.55,0.0,1.9800000000000002
2018-05-12,14.04,70.9,0.5,0.0,1.8
2018-05-13,15.06,75.74,0.44,0.0,1.584
2018-05-14,17.52,71.09,0.35,0.0,1.26
2018-05-15,12.02,74.89,0.36,0.0,1.296
2018-05-16,10.64,67.71,0.41,0.0,1.476
2018-05-17,11.96,78.87,0.27,0.0,0.9720000000000001
2018-05-18,11.28,77.48,0.42,0.0,1.512
2018-05-19,10.14,63.57,0.48,0.0,1.728
2018-05-20,11.19,65.77,0.39,0.0,1.4040000000000001
2018-05-21,10.9,72.41,0.55,0.0,1.9800000000000002
2018-05-22,11.19,71.12,0.51,0.0,1.836
2018-05-23,11.43,78.77,0.4,0.0,1.4400000000000002
2018-05-24,12.55,72.96,0.44,0.0,1.584
2018-05-25,12.71,70.31,0.41,0.0,1.476
2018-05-26,13.93,73.8,0.54,0.0,1.9440000000000002
2018-05-27,15.31,83.04,0.42,0.0,1.512
2018-05-28,19.43,81.56,0.59,0.0,2.124
2018-05-29,18.61,84.17,0.45,0.14,1.62
2018-05-30,11.85,66.46,0.59,0.06,2.124
2018-05-31,6.57,83.63,0.57,1.52,2.052
2018-06-01,4.77,84.92,0.47,1.28,1.692
2018-06-02,3.9,75.73,0.45,0.17,1.62
2018-06-03,3.17,76.62,0.68,0.0,2.4480000000000004
2018-06-04,4.8,77.72,0.58,0.0,2.088
2018-06-05,7.02,68.82,0.42,0.0,1.512
2018-06-06,8.51,60.86,0.58,0.0,2.088
2018-06-07,7.41,60.53,0.43,0.0,1.548
2018-06-08,11.55,60.44,0.63,0.0,2.2680000000000002
2018-06-09,10.63,78.26,0.6,0.0,2.16
2018-06-10,11.8,71.26,0.62,0.0,2.232
2018-06-11,11.11,70.74,0.48,0.22,1.728
2018-06-12,4.77,56.86,0.89,0.0,3.204
2018-06-13,3.66,51.45,0.65,0.0,2.3400000000000003
2018-06-14,3.31,60.28,0.49,0.0,1.764
2018-06-15,3.24,68.84,0.61,0.0,2.196
2018-06-16,6.16,64.84,0.5,0.0,1.8
2018-06-17,10.93,50.06,0.59,0.0,2.124
2018-06-18,12.34,52.35,0.67,0.0,2.4120000000000004
2018-06-19,14.32,61.44,0.78,0.0,2.8080000000000003
2018-06-20,15.17,68.66,0.71,0.0,2.556
2018-06-21,11.28,54.65,0.71,0.0,2.556
2018-06-22,11.08,69.34,0.65,0.0,2.3400000000000003
2018-06-23,10.08,68.01,0.79,0.0,2.8440000000000003
2018-06-24,5.3,59.11,0.52,0.0,1.872
2018-06-25,8.51,53.35,0.69,0.0,2.484
2018-06-26,11.42,47.7,0.56,0.0,2.0160000000000005
2018-06-27,14.26,53.02,0.57,0.0,2.052
2018-06-28,12.35,78.86,0.54,0.0,1.9440000000000002
2018-06-29,12.3,84.0,0.48,0.0,1.728
2018-06-30,13.97,87.37,0.63,0.0,2.2680000000000002
2018-07-01,15.21,82.88,0.52,0.03,1.872
2018-07-02,9.98,81.8,0.81,0.05,2.9160000000000004
2018-07-03,3.25,71.74,0.47,0.23,1.692
2018-07-04,2.64,85.51,0.47,0.02,1.692
2018-07-05,5.15,82.11,0.57,0.03,2.052
2018-07-06,7.55,81.95,0.32,0.08,1.1520000000000001
2018-07-07,5.76,79.18,0.57,0.02,2.052
2018-07-08,3.9,81.32,0.61,0.0,2.196
2018-07-09,5.03,76.72,0.62,0.0,2.232
2018-07-10,5.17,75.51,0.86,0.0,3.096
2018-07-11,6.46,75.77,0.72,0.0,2.592
2018-07-12,10.63,61.43,0.74,0.0,2.664
2018-07-13,13.23,54.99,0.62,0.0,2.232
2018-07-14,16.93,52.34,0.67,0.0,2.4120000000000004
2018-07-15,9.67,60.15,0.79,0.0,2.8440000000000003
2018-07-16,6.91,67.82,0.59,0.0,2.124
2018-07-17,9.18,81.18,0.57,0.03,2.052
2018-07-18,11.01,78.07,0.38,0.01,1.368
2018-07-19,8.32,61.28,0.74,0.0,2.664
2018-07-20,5.33,54.87,1.1,0.0,3.9600000000000004
2018-07-21,9.05,34.7,1.11,0.0,3.9960000000000004
2018-07-22,7.61,41.98,1.29,0.0,4.644
2018-07-23,4.16,48.98,0.69,0.0,2.484
2018-07-24,3.62,44.87,0.78,0.0,2.8080000000000003
2018-07-25,4.53,45.32,0.86,0.0,3.096
2018-07-26,6.86,56.27,0.75,0.0,2.7
2018-07-27,7.11,80.09,0.68,0.0,2.4480000000000004
2018-07-28,7.41,71.32,1.01,0.0,3.636
2018-07-29,9.12,52.25,0.75,0.0,2.7
2018-07-30,9.14,51.97,0.83,0.0,2.988
2018-07-31,6.33,61.59,0.72,0.0,2.592
2018-08-01,6.87,68.87,0.65,0.0,2.3400000000000003
2018-08-02,7.7,63.69,0.79,0.0,2.8440000000000003
2018-08-03,9.47,56.29,0.76,0.0,2.736
2018-08-04,10.99,49.02,0.84,0.0,3.024
2018-08-05,13.64,48.54,0.86,0.0,3.096
2018-08-06,15.38,43.6,1.05,0.0,3.7800000000000002
2018-08-07,14.99,57.48,1.39,0.5,5.004
2018-08-08,8.44,45.22,1.43,0.0,5.148
2018-08-09,6.67,50.54,0.55,0.0,1.9800000000000002
2018-08-10,8.66,49.48,0.81,0.0,2.9160000000000004
2018-08-11,11.12,49.92,1.03,0.0,3.708
2018-08-12,13.1,59.46,0.76,0.0,2.736
2018-08-13,15.94,58.14,0.85,0.0,3.06
2018-08-14,9.92,44.35,0.92,0.0,3.3120000000000003
2018-08-15,9.81,50.11,0.85,0.0,3.06
2018-08-16,14.09,49.71,1.11,0.0,3.9960000000000004
2018-08-17,16.97,47.21,1.17,0.0,4.212
2018-08-18,13.55,52.84,1.32,0.01,4.752000000000001
2018-08-19,6.14,44.22,1.03,0.0,3.708
2018-08-20,4.3,43.19,0.7,0.0,2.52
2018-08-21,7.59,40.14,0.85,0.0,3.06
2018-08-22,11.23,38.58,1.15,0.0,4.14
2018-08-23,12.05,46.06,0.95,0.0,3.42
2018-08-24,8.22,43.82,1.51,0.0,5.436
2018-08-25,8.77,33.39,0.66,0.0,2.3760000000000003
2018-08-26,15.01,25.35,0.97,0.0,3.492
2018-08-27,16.79,30.63,1.14,0.0,4.104
2018-08-28,18.58,34.2,0.86,0.0,3.096
2018-08-29,20.36,39.36,0.71,0.0,2.556
2018-08-30,12.63,55.52,1.5,0.0,5.4
2018-08-31,5.26,71.27,0.99,0.61,3.564
2018-09-01,4.41,74.66,0.78,2.11,2.8080000000000003
2018-09-02,9.42,62.89,0.64,0.0,2.3040000000000003
2018-09-03,13.3,47.85,0.66,0.0,2.3760000000000003
2018-09-04,16.8,37.89,1.1,0.0,3.9600000000000004
2018-09-05,20.36,35.07,1.42,0.0,5.112
2018-09-06,19.67,33.74,0.9,0.0,3.24
2018-09-07,16.83,38.01,0.69,0.0,2.484
2018-09-08,18.81,55.57,0.7,0.0,2.52
2018-09-09,18.13,60.45,0.81,0.0,2.9160000000000004
2018-09-10,17.7,61.77,0.71,0.0,2.556
2018-09-11,16.48,73.83,0.87,0.0,3.132
2018-09-12,17.27,71.53,0.67,1.48,2.4120000000000004
2018-09-13,14.28,85.5,0.67,8.53,2.4120000000000004
2018-09-14,15.45,74.92,0.53,0.06,1.9080000000000001
2018-09-15,15.34,71.29,0.76,0.69,2.736
2018-09-16,14.37,74.75,0.54,4.16,1.9440000000000002
2018-09-17,16.84,58.39,0.74,0.0,2.664
2018-09-18,19.3,50.44,1.2,0.09,4.32
2018-09-19,14.46,61.39,0.81,0.46,2.9160000000000004
2018-09-20,16.22,53.13,0.83,0.0,2.988
2018-09-21,22.44,54.3,1.02,0.0,3.672
2018-09-22,26.23,44.92,0.96,0.0,3.456
2018-09-23,20.26,47.34,0.95,0.0,3.42
2018-09-24,16.41,47.93,0.68,0.0,2.4480000000000004
2018-09-25,18.3,52.96,0.69,0.0,2.484
2018-09-26,17.25,78.51,0.59,5.34,2.124
2018-09-27,18.76,77.45,0.61,2.06,2.196
2018-09-28,21.3,78.76,0.89,0.39,3.204
2018-09-29,23.05,51.13,0.81,0.05,2.9160000000000004
2018-09-30,20.96,48.93,0.6,0.31,2.16
2018-10-01,11.99,49.54,1.21,0.19,4.356
2018-10-02,13.6,47.03,0.68,0.0,2.4480000000000004
2018-10-03,16.87,44.96,0.68,0.0,2.4480000000000004
2018-10-04,16.92,42.65,0.68,0.0,2.4480000000000004
2018-10-05,16.41,50.81,0.87,0.0,3.132
2018-10-06,18.21,49.61,0.92,0.0,3.3120000000000003
2018-10-07,21.19,39.92,0.9,0.0,3.24
2018-10-08,24.99,34.29,0.93,0.0,3.3480000000000003
2018-10-09,18.17,40.68,0.96,0.0,3.456
2018-10-10,15.1,33.34,0.69,0.0,2.484
2018-10-11,12.79,56.35,0.81,5.7,2.9160000000000004
2018-10-12,14.42,64.34,0.68,1.19,2.4480000000000004
2018-10-13,15.42,55.29,0.72,0.0,2.592
2018-10-14,16.9,44.36,0.46,0.0,1.6560000000000001
2018-10-15,20.32,31.89,0.88,0.0,3.168
2018-10-16,24.66,27.7,0.64,0.0,2.3040000000000003
2018-10-17,25.1,38.92,0.43,0.93,1.548
2018-10-18,23.37,66.79,0.67,4.22,2.4120000000000004
2018-10-19,20.25,72.27,0.81,1.89,2.9160000000000004
2018-10-20,18.87,68.91,0.83,0.2,2.988
2018-10-21,20.51,63.99,0.63,5.77,2.2680000000000002
2018-10-22,17.27,76.57,0.82,2.19,2.952
2018-10-23,13.96,67.95,0.62,2.35,2.232
2018-10-24,17.53,72.05,0.48,2.98,1.728
2018-10-25,15.27,83.54,0.51,18.16,1.836
2018-10-26,16.41,76.24,0.49,5.24,1.764
2018-10-27,17.13,70.93,0.6,1.81,2.16
2018-10-28,18.21,68.2,0.63,2.67,2.2680000000000002
2018-10-29,22.16,57.77,0.71,1.11,2.556
2018-10-30,23.15,55.95,0.75,0.29,2.7
2018-10-31,18.18,58.89,0.59,0.13,2.124
2018-11-01,16.47,68.03,0.64,0.25,2.3040000000000003
2018-11-02,23.15,60.84,0.76,0.31,2.736
2018-11-03,20.92,80.87,0.51,11.06,1.836
2018-11-04,20.6,66.14,0.69,4.59,2.484
2018-11-05,20.91,70.31,0.56,2.06,2.0160000000000005
2018-11-06,18.23,82.0,0.54,19.08,1.9440000000000002
2018-11-07,19.57,71.43,0.64,1.39,2.3040000000000003
2018-11-08,21.87,59.98,0.79,0.0,2.8440000000000003
2018-11-09,26.01,58.03,0.74,0.0,2.664
2018-11-10,26.94,64.26,0.58,20.76,2.088
2018-11-11,21.77,83.93,0.46,66.08,1.6560000000000001
2018-11-12,21.47,76.86,0.59,14.8,2.124
2018-11-13,17.18,64.2,0.84,1.54,3.024
2018-11-14,18.5,52.36,0.47,0.0,1.692
2018-11-15,22.3,51.36,0.56,0.04,2.0160000000000005
2018-11-16,18.77,70.41,0.58,0.01,2.088
2018-11-17,22.25,62.94,0.73,0.0,2.628
2018-11-18,17.22,49.63,0.44,0.0,1.584
2018-11-19,20.0,47.12,0.67,0.0,2.4120000000000004
2018-11-20,23.38,46.66,0.59,0.0,2.124
2018-11-21,25.86,56.66,0.6,0.0,2.16
2018-11-22,20.68,64.15,0.77,8.41,2.7720000000000002
2018-11-23,16.33,54.78,0.54,5.02,1.9440000000000002
2018-11-24,18.36,56.27,0.53,0.0,1.9080000000000001
2018-11-25,19.68,66.05,0.52,2.54,1.872
2018-11-26,16.02,85.97,0.39,6.2,1.4040000000000001
2018-11-27,16.29,83.6,0.34,17.98,1.2240000000000002
2018-11-28,19.31,71.1,0.43,1.24,1.548
2018-11-29,20.77,69.56,0.45,5.56,1.62
2018-11-30,21.82,65.2,0.4,0.59,1.4400000000000002
2018-12-01,16.2,70.54,0.51,4.21,1.836
2018-12-02,15.38,66.81,0.35,0.83,1.26
2018-12-03,20.29,58.19,0.35,0.0,1.26
2018-12-04,23.61,48.04,0.5,0.32,1.8
2018-12-05,19.85,62.7,0.37,5.92,1.332
2018-12-06,16.15,69.85,0.42,2.4,1.512
2018-12-07,18.92,63.23,0.45,0.0,1.62
2018-12-08,20.83,56.92,0.57,0.0,2.052
2018-12-09,22.79,63.45,0.39,0.35,1.4040000000000001
2018-12-10,25.6,58.21,0.49,0.02,1.764
2018-12-11,26.33,64.1,0.44,0.09,1.584
2018-12-12,23.39,65.22,0.38,0.04,1.368
2018-12-13,25.48,76.19,0.36,22.58,1.296
2018-12-14,20.52,63.86,0.51,11.72,1.836
2018-12-15,20.11,45.66,0.42,0.0,1.512
2018-12-16,24.6,64.31,0.37,0.0,1.332
2018-12-17,22.83,73.74,0.46,3.93,1.6560000000000001
2018-12-18,16.69,81.55,0.28,5.56,1.0080000000000002
2018-12-19,21.77,71.94,0.32,1.14,1.1520000000000001
2018-12-20,20.68,74.01,0.33,7.06,1.1880000000000002
2018-12-21,20.14,56.74,0.39,0.0,1.4040000000000001
2018-12-22,23.01,50.81,0.47,0.0,1.692
2018-12-23,23.96,50.75,0.3,0.0,1.08
2018-12-24,23.36,53.61,0.32,0.0,1.1520000000000001
2018-12-25,25.42,59.39,0.32,0.0,1.1520000000000001
2018-12-26,26.7,61.19,0.32,0.0,1.1520000000000001
2018-12-27,26.94,68.23,0.26,0.77,0.936
2018-12-28,24.67,71.22,0.31,10.2,1.116
2018-12-29,28.21,65.2,0.37,1.71,1.332
2018-12-30,20.45,58.68,0.33,7.59,1.1880000000000002
2018-12-31,23.21,58.99,0.31,0.14,1.116
2019-01-01,26.47,73.37,0.25,0.02,0.9
2019-01-02,26.54,68.92,0.33,1.85,1.1880000000000002
2019-01-03,18.95,54.53,0.25,6.85,0.9
2019-01-04,21.94,66.79,0.28,0.0,1.0080000000000002
2019-01-05,23.43,74.05,0.3,4.39,1.08
2019-01-06,24.66,81.23,0.27,19.36,0.9720000000000001
2019-01-07,21.6,58.94,0.28,11.69,1.0080000000000002
2019-01-08,24.59,61.79,0.25,0.04,0.9
2019-01-09,23.5,79.84,0.24,17.72,0.864
2019-01-10,16.26,75.48,0.36,1.46,1.296
2019-01-11,17.5,71.29,0.31,0.0,1.116
2019-01-12,20.15,80.89,0.25,5.3,0.9
2019-01-13,21.0,83.27,0.3,3.01,1.08
2019-01-14,20.49,70.93,0.21,1.76,0.756
2019-01-15,21.81,73.49,0.26,11.11,0.936
2019-01-16,23.69,63.03,0.26,0.01,0.936
2019-01-17,14.85,87.82,0.4,23.14,1.4400000000000002
2019-01-18,16.3,71.36,0.33,0.18,1.1880000000000002
2019-01-19,17.19,70.41,0.35,0.0,1.26
2019-01-20,19.15,72.88,0.26,0.0,0.936
2019-01-21,23.19,71.26,0.19,0.0,0.684
2019-01-22,26.17,73.65,0.23,0.03,0.8280000000000001
2019-01-23,28.69,71.09,0.18,5.48,0.648
2019-01-24,26.08,81.03,0.25,2.45,0.9
2019-01-25,28.43,75.12,0.25,10.1,0.9
2019-01-26,24.29,91.15,0.16,59.59,0.5760000000000001
2019-01-27,25.19,79.55,0.25,0.01,0.9
2019-01-28,26.89,75.54,0.18,0.0,0.648
2019-01-29,27.37,76.69,0.21,7.3,0.756
2019-01-30,24.4,85.61,0.2,11.64,0.7200000000000001
2019-01-31,24.45,84.32,0.15,0.22,0.54
2019-02-01,22.96,86.93,0.18,0.13,0.648
2019-02-02,22.22,72.28,0.25,0.16,0.9
2019-02-03,17.87,72.29,0.26,0.0,0.936
2019-02-04,17.46,69.09,0.4,0.0,1.4400000000000002
2019-02-05,18.87,74.96,0.24,0.0,0.864
2019-02-06,21.08,67.94,0.24,0.0,0.864
2019-02-07,23.78,69.76,0.21,0.0,0.756
2019-02-08,24.45,77.91,0.18,2.7,0.648
2019-02-09,25.2,74.62,0.19,5.59,0.684
2019-02-10,26.03,70.58,0.18,8.41,0.648
2019-02-11,18.85,76.99,0.37,20.0,1.332
2019-02-12,15.59,67.74,0.22,0.0,0.792
2019-02-13,15.66,70.27,0.21,0.0,0.756
2019-02-14,20.69,64.42,0.27,0.0,0.9720000000000001
2019-02-15,21.75,64.71,0.47,0.0,1.692
2019-02-16,20.46,71.23,0.24,0.0,0.864
2019-02-17,21.65,69.79,0.23,0.0,0.8280000000000001
2019-02-18,24.33,69.01,0.19,0.0,0.684
2019-02-19,26.3,60.34,0.2,0.0,0.7200000000000001
2019-02-20,26.99,57.18,0.25,0.0,0.9
2019-02-21,26.82,58.74,0.27,0.0,0.9720000000000001
2019-02-22,28.42,59.56,0.23,1.25,0.8280000000000001
2019-02-23,24.21,80.22,0.18,6.79,0.648
2019-02-24,20.09,78.3,0.28,11.18,1.0080000000000002
2019-02-25,17.66,74.8,0.24,0.35,0.864
2019-02-26,16.3,71.71,0.22,0.06,0.792
2019-02-27,20.36,58.06,0.26,0.0,0.936
2019-02-28,22.31,55.61,0.21,0.0,0.756
2019-03-01,24.18,57.37,0.25,0.0,0.9
2019-03-02,21.56,52.92,0.26,0.0,0.936
2019-03-03,21.36,78.67,0.24,32.8,0.864
2019-03-04,22.06,84.16,0.2,5.19,0.7200000000000001
2019-03-05,20.15,81.66,0.19,0.12,0.684
2019-03-06,23.75,76.66,0.21,0.0,0.756
2019-03-07,25.39,72.65,0.2,4.59,0.7200000000000001
2019-03-08,16.89,76.16,0.33,2.12,1.1880000000000002
2019-03-09,14.29,74.12,0.28,0.05,1.0080000000000002
2019-03-10,14.31,74.82,0.25,0.08,0.9
2019-03-11,15.48,84.26,0.22,0.36,0.792
2019-03-12,18.35,75.6,0.23,3.04,0.8280000000000001
2019-03-13,19.22,72.91,0.4,0.51,1.4400000000000002
2019-03-14,19.98,74.9,0.2,0.63,0.7200000000000001
2019-03-15,18.81,82.09,0.2,2.79,0.7200000000000001
2019-03-16,18.06,82.11,0.24,30.25,0.864
2019-03-17,17.6,79.92,0.22,12.93,0.792
2019-03-18,18.63,70.21,0.36,0.0,1.296
2019-03-19,15.19,81.43,0.39,0.0,1.4040000000000001
2019-03-20,12.41,75.64,0.33,0.0,1.1880000000000002
2019-03-21,13.03,74.44,0.31,0.0,1.116
2019-03-22,16.16,73.08,0.23,0.0,0.8280000000000001
2019-03-23,19.42,72.01,0.31,0.0,1.116
2019-03-24,17.53,58.9,0.33,0.0,1.1880000000000002
2019-03-25,13.6,74.88,0.33,13.2,1.1880000000000002
2019-03-26,13.73,83.36,0.2,1.6,0.7200000000000001
2019-03-27,13.49,80.91,0.31,0.17,1.116
2019-03-28,15.99,81.92,0.23,0.0,0.8280000000000001
2019-03-29,19.05,76.93,0.21,0.0,0.756
2019-03-30,21.83,82.93,0.21,0.99,0.756
2019-03-31,21.24,89.13,0.17,29.25,0.6120000000000001
2019-04-01,19.91,94.75,0.2,6.62,0.7200000000000001
2019-04-02,22.78,77.96,0.24,1.55,0.864
2019-04-03,22.22,70.37,0.19,0.0,0.684
2019-04-04,19.09,68.9,0.29,0.0,1.044
2019-04-05,14.17,59.55,0.38,0.0,1.368
2019-04-06,15.41,62.38,0.3,0.0,1.08
2019-04-07,17.36,56.54,0.31,0.0,1.116
2019-04-08,16.71,63.09,0.29,0.0,1.044
2019-04-09,16.57,74.96,0.27,0.0,0.9720000000000001
2019-04-10,18.2,67.37,0.25,0.0,0.9
2019-04-11,16.28,70.59,0.24,0.0,0.864
2019-04-12,16.92,67.53,0.27,0.0,0.9720000000000001
2019-04-13,18.9,69.21,0.27,0.0,0.9720000000000001
2019-04-14,19.1,69.97,0.26,0.17,0.936
2019-04-15,12.7,85.88,0.31,1.83,1.116
2019-04-16,14.66,75.93,0.26,0.0,0.936
2019-04-17,16.97,78.12,0.27,0.0,0.9720000000000001
2019-04-18,19.46,80.88,0.33,0.0,1.1880000000000002
2019-04-19,21.19,77.81,0.25,0.0,0.9
2019-04-20,17.96,66.74,0.29,0.16,1.044
2019-04-21,12.96,82.76,0.35,11.43,1.26
2019-04-22,11.46,86.22,0.31,3.89,1.116
2019-04-23,12.25,80.3,0.43,0.37,1.548
2019-04-24,11.9,91.12,0.4,22.03,1.4400000000000002
2019-04-25,12.99,96.07,0.24,20.24,0.864
2019-04-26,14.45,89.47,0.31,0.74,1.116
2019-04-27,16.07,77.74,0.32,0.04,1.1520000000000001
2019-04-28,16.97,74.93,0.29,0.0,1.044
2019-04-29,15.86,76.59,0.35,0.0,1.26
2019-04-30,12.4,64.0,0.27,0.37,0.9720000000000001
2019-05-01,15.16,66.86,0.31,0.01,1.116
2019-05-02,17.95,73.13,0.36,0.0,1.296
2019-05-03,16.15,92.37,0.28,2.05,1.0080000000000002
2019-05-04,17.23,91.63,0.32,4.44,1.1520000000000001
2019-05-05,17.54,91.31,0.33,1.63,1.1880000000000002
2019-05-06,14.81,82.35,0.35,0.2,1.26
2019-05-07,14.58,86.43,0.39,1.17,1.4040000000000001
2019-05-08,14.92,89.05,0.27,2.88,0.9720000000000001
2019-05-09,16.8,84.73,0.31,1.78,1.116
2019-05-10,12.96,67.38,0.5,0.01,1.8
2019-05-11,13.15,55.41,0.64,0.0,2.3040000000000003
2019-05-12,14.25,64.01,0.38,0.0,1.368
2019-05-13,14.43,68.28,0.51,0.0,1.836
2019-05-14,12.58,74.84,0.57,0.0,2.052
2019-05-15,12.35,82.57,0.4,0.0,1.4400000000000002
2019-05-16,13.24,84.47,0.51,0.0,1.836
2019-05-17,13.81,84.29,0.52,0.0,1.872
2019-05-18,11.77,87.64,0.4,0.0,1.4400000000000002
2019-05-19,10.7,65.29,0.42,0.0,1.512
2019-05-20,10.53,73.08,0.46,0.21,1.6560000000000001
2019-05-21,7.35,87.61,0.56,2.65,2.0160000000000005
2019-05-22,6.7,82.14,0.51,2.99,1.836
2019-05-23,9.31,67.82,0.54,0.01,1.9440000000000002
2019-05-24,11.53,58.88,0.48,0.0,1.728
2019-05-25,12.76,65.02,0.45,0.0,1.62
2019-05-26,13.23,70.16,0.48,0.0,1.728
2019-05-27,10.53,69.62,0.39,0.0,1.4040000000000001
2019-05-28,10.86,74.5,0.61,0.0,2.196
2019-05-29,9.86,94.02,0.35,0.42,1.26
2019-05-30,12.41,83.92,0.29,0.42,1.044
2019-05-31,10.78,84.69,0.29,0.11,1.044
2019-06-01,10.37,77.84,0.49,0.0,1.764
2019-06-02,11.06,65.27,0.7,0.0,2.52
2019-06-03,12.64,62.19,0.66,0.0,2.3760000000000003
2019-06-04,12.74,76.15,0.81,0.0,2.9160000000000004
2019-06-05,15.12,74.66,0.63,0.0,2.2680000000000002
2019-06-06,14.0,81.6,0.52,0.0,1.872
2019-06-07,9.91,65.5,0.52,0.0,1.872
2019-06-08,10.16,62.53,0.52,0.0,1.872
2019-06-09,12.59,68.9,0.63,0.0,2.2680000000000002
2019-06-10,12.85,78.17,0.44,0.0,1.584
2019-06-11,12.22,87.28,0.4,0.0,1.4400000000000002
2019-06-12,15.49,85.26,0.4,0.0,1.4400000000000002
2019-06-13,15.28,83.21,0.4,0.0,1.4400000000000002
2019-06-14,9.96,81.22,0.49,0.71,1.764
2019-06-15,7.48,81.96,0.66,4.48,2.3760000000000003
2019-06-16,7.81,79.33,0.56,0.47,2.0160000000000005
2019-06-17,7.64,76.81,0.47,0.06,1.692
2019-06-18,7.87,57.55,0.61,0.0,2.196
2019-06-19,10.7,47.1,0.71,0.0,2.556
